item,F1,F2,F3,F4,F5,F6,F7,F8,rotation
STAI_item_0,-0.2775234572474248,-0.1891212346201102,0.7796297881456675,0.10696431207109629,-0.11641510651977484,-0.0004231207539068296,-0.07141823942751739,-0.033794061533024354,varimax
STAI_item_1,-0.27610699965055396,-0.16659127034239707,0.6872841220210206,0.25171932522198814,-0.07985494843756816,-0.027895480565178866,-0.2085663883765678,-0.005159558242145293,varimax
STAI_item_2,-0.22865866551464048,-0.28327891010017264,0.4470044919899267,0.11700236106325901,-0.037702820648680524,0.08197348317771792,-0.21093305536533857,0.014270509020671703,varimax
STAI_item_3,-0.31490518400531636,-0.2776877532139081,0.5331693635662358,0.15096303327574176,-0.10178808071461748,0.026004263577385608,-0.1719636075419934,0.08454079388357344,varimax
STAI_item_4,-0.22663508469783578,-0.14743083737953402,0.7075096929558047,0.14922643661683166,-0.009833631771393373,-0.06175209648465165,-0.030719454961757986,-0.000853295849016323,varimax
STAI_item_5,-0.19412391310048377,-0.34378046796803147,0.3766420554492604,0.14991485454052364,-0.01813680041096642,0.06711963310342287,-0.3639401609021201,0.16044677781176292,varimax
STAI_item_6,-0.3082363696221059,-0.23388216624687153,0.3274552445240491,0.27620930844227504,-0.020821292984276714,-0.02583052992187048,-0.5988722399826275,-0.062139581269902724,varimax
STAI_item_7,-0.33347435210076454,-0.02146217941708152,0.6983049462261238,0.27519721946658077,-0.10663137667420859,-0.11912876249804522,-0.11963735517363731,-0.0031437837304858053,varimax
STAI_item_8,-0.21492141006812357,-0.3739769104230674,0.16823348696896867,0.1856249106816316,0.04523667131255092,0.05447789228564187,-0.5159147390471363,-0.014124955688769153,varimax
STAI_item_9,-0.30920529098338395,-0.35920276282239466,0.4664420686199426,0.17999805230589727,-0.04506597672906146,0.04110103526402034,-0.33259543014838683,0.07230820337076502,varimax
STAI_item_10,-0.3216623779703441,-0.022112251013972888,0.6381083527482723,0.20574401548584384,-0.1722690781887777,-0.16474900600907366,-0.1696932823611906,-0.06395829214499413,varimax
STAI_item_11,-0.278365527254042,-0.3786583251923979,0.46992332457425445,0.10579156495382638,-0.01679245215351976,0.03047865233306294,-0.3776998627767602,-0.08795550113324026,varimax
STAI_item_12,-0.2944978422071965,-0.4276001554717031,0.4044265687473695,0.10152460367738604,-0.06375846852996137,-0.006763363867975054,-0.2745875434112394,0.03448561500564431,varimax
STAI_item_13,-0.2935242399433925,-0.286022417564409,0.2674458721918448,0.21118281489818247,-0.15880242015122317,0.027921042567203288,-0.462726927652595,-0.03248393692322275,varimax
STAI_item_14,-0.2892570044518112,-0.1489361780904256,0.7627269033409065,0.13631758649715542,-0.11566199098507708,-0.06260490660277637,-0.11206776508166531,-0.1074039411566604,varimax
STAI_item_15,-0.286455300905329,-0.09580495685429519,0.7022504627597549,0.23626248659538163,-0.12603910740050034,-0.137402235278465,-0.10926953448276751,-0.013716902323394174,varimax
STAI_item_16,-0.27620898529588217,-0.3056329314720242,0.326503377919875,0.22997965809870752,-0.07489729642547625,-0.03265359999327535,-0.5474597122529619,-0.04657763791473549,varimax
STAI_item_17,-0.23469549435513912,-0.3666377428789309,0.18575087849627106,0.1361166274026892,0.009970118707646417,0.16093937507806094,-0.43724075820239144,0.031244345176243922,varimax
STAI_item_18,-0.2094121675397374,-0.08080710620781868,0.5665874989832985,0.14300873581107423,-0.117206142882197,-0.012099315317957576,-0.11889514638850437,-0.05681078745540737,varimax
STAI_item_19,-0.2821685959109222,-0.10541269697498931,0.7076990539897832,0.24514161661430312,-0.13019061451694236,-0.08699212860976827,-0.09417488223784283,-0.0009574463767709075,varimax
STICSA_item_0,0.24043658957537434,0.506804837159843,-0.29024252124199396,-0.14092682875307133,0.003326014787363862,-0.08990224519850432,0.19075718601608443,0.12920547978310223,varimax
STICSA_item_1,0.3656809386295716,0.4557336047808187,-0.4533666158624583,-0.11326823012594321,0.02841333914699978,-0.0626267531277652,0.11672433017169802,-0.008071688740275864,varimax
STICSA_item_2,0.33362203794119183,0.3429421076698428,-0.24821866443375776,-0.33718422367277934,-0.012474713313076372,0.006506430817417819,0.438248487177468,0.010517786241643042,varimax
STICSA_item_3,0.3347498779761075,0.28307031536021693,-0.24578751028279128,-0.3451643248760587,0.03863531118887539,0.08971237521845378,0.41847531231839963,0.011551977703147049,varimax
STICSA_item_4,0.3485222022381376,0.26790318483606623,-0.2268700742078764,-0.27445796988206667,0.1368943874226845,-0.02105648772345309,0.4583924011099974,0.1692321138161386,varimax
STICSA_item_5,0.22236347810716217,0.5113957128832,-0.06953971635547211,-0.11817495210018447,0.002699159628036266,-0.07408960611390339,0.3247374378867958,-0.1204097140351901,varimax
STICSA_item_6,0.4294279494344366,0.5063113056916108,-0.2552001747907514,-0.0926895508318216,0.026388531821979568,-0.05175407446478842,0.1702822112135239,-0.19856935992679645,varimax
STICSA_item_7,0.2893768052304042,0.6402229945519748,-0.23130223710550035,-0.14183637708572752,0.07302543828502656,-0.06244800488387033,0.18310162662984578,-0.11295491792536512,varimax
STICSA_item_8,0.349578291707943,0.2733284645469904,-0.27814523032603455,-0.3484606434681873,0.040759247733314644,0.09815583440462103,0.4930531235742258,-0.009089454815964345,varimax
STICSA_item_9,0.3709279662060797,0.2825023109103108,-0.24290163319413927,-0.3170426426998378,0.03989165360082677,-0.040171082453297605,0.4908882442551059,0.14487180780613004,varimax
STICSA_item_10,0.44676037220565906,0.3030372483423767,-0.09508266567874185,-0.2319790070223639,0.18473894761694884,-0.007372446169025652,0.2638883635970769,0.06912007127552887,varimax
STICSA_item_11,0.25939224854324555,0.46605341394475963,-0.20378139562791273,-0.1612105115566731,-0.007655740299951386,-0.04715091413999863,0.17450323295672454,-0.038455597216564316,varimax
STICSA_item_12,0.3607596557306657,0.3132337536605322,-0.22172301338369513,-0.3802022512685763,0.0033377056713229914,0.12282258663795746,0.4234618830577396,-0.024733918305560106,varimax
STICSA_item_13,0.3535566824825569,0.5861646250410482,-0.26574426879757596,-0.15253672206860722,-0.0007080143505135708,0.010174478201275466,0.18182839614794216,-0.10741344372924763,varimax
STICSA_item_14,0.23409427081691064,0.5719887671703986,-0.22550605300169227,-0.24325397147742273,-0.005427503040255618,-0.05063345784632411,0.07699454848642254,-0.04182566114035702,varimax
STICSA_item_15,0.3087398792549167,0.26261333625861943,-0.2069116845130338,-0.2398634068279684,-0.04184030034166433,-0.06597818666312334,0.2776634738373594,0.23728791542635957,varimax
STICSA_item_16,0.3932638950668355,0.209525451957043,-0.26444629846806017,-0.39215067531501474,0.10553219897380878,-0.06142967198925513,0.36969154701146795,0.12378778114504113,varimax
STICSA_item_17,0.1683381945157953,0.6911246962776334,-0.14501557587791725,-0.1951691364859756,0.04699301920980499,-0.023527712356811916,0.22712034742097276,-0.007494412694886148,varimax
STICSA_item_18,0.3368203120017321,0.3331171186942532,-0.26355852231518345,-0.3624229880319313,0.12019891270046146,-0.03164113175291392,0.3766439250881768,0.17135525666241122,varimax
STICSA_item_19,0.1536555312681379,0.46796313301375886,-0.0485962182436733,-0.18276233869365446,0.007221985274751412,0.021184750497059177,0.18177115101066812,0.08240961049062817,varimax
STICSA_item_20,0.21183201919872138,0.5623860753488586,-0.16556399800124666,-0.13767242963291912,-0.022733208335749294,0.020309377421730605,0.12340938357368259,0.08458034923616728,varimax
